s,a,r,sp
31323,5,-25,30326
30326,5,-25,29830
29830,5,-25,28832
28832,5,-25,28335
28335,5,-25,27336
27336,5,-25,26837
26837,5,-25,25838
25838,5,-25,25338
25338,5,-25,24337
24337,3,-25,23336
23336,3,-25,22334
22334,3,-25,20831
20831,3,-25,19828
19828,3,-25,18823
18823,3,-25,17818
17818,3,-25,16812
16812,3,-25,15806
15806,3,-25,14798
14798,3,-25,13790
13790,3,-25,12782
12782,3,-25,11773
11773,3,-25,11263
11263,3,-25,10252
10252,3,-25,9742
9742,3,-25,9230
9230,3,-25,8719
8719,3,-25,8207
8207,3,-25,8196
8196,3,-25,8184
8184,3,-25,8172
8172,3,-25,8160
8160,3,-25,8649
8649,3,-25,9138
9138,3,-25,9627
9627,3,-25,10116
10116,3,-25,10607
10607,3,-25,11597
11597,3,-25,12088
12088,3,-25,13080
13080,3,-25,13572
13572,3,-25,14564
14564,3,-25,15058
15058,3,-25,16051
16051,3,-25,16546
16546,3,-25,17540
17540,3,-25,18036
18036,3,-25,19032
19032,3,-25,19528
19528,3,-25,20025
20025,3,-25,21022
21022,3,-25,21520
21520,3,-25,22018
22018,3,-25,23017
23017,3,-25,23516
23516,3,-25,24015
24015,3,-25,24515
24515,3,-25,25516
25516,5,-25,26517
26517,5,-25,27018
27018,5,-25,28021
28021,5,-25,29024
29024,5,-25,30028
30028,5,-25,31032
31032,5,-25,32037
32037,5,-25,33043
33043,5,-25,34050
34050,5,-25,35557
35557,5,-25,36566
36566,5,-25,37575
37575,5,-25,38584
38584,5,-25,39595
39595,5,-25,40606
40606,5,-25,41618
41618,5,-25,42630
42630,5,-25,43644
43644,5,-25,44157
44157,5,-25,45171
45171,5,-25,45686
45686,5,-25,45701
45701,5,-25,46216
46216,5,-25,46230
46230,5,-25,46245
46245,5,-25,45760
45760,5,-25,45274
45274,5,-25,44788
44788,5,-25,44302
44302,5,-25,43815
43815,5,-25,42828
42828,5,-25,42340
42340,5,-25,41351
41351,5,-25,40862
40862,5,-25,39873
39873,5,-25,39383
39383,5,-25,38392
38392,5,-25,37901
37901,5,-25,37410
37410,5,-25,36918
36918,5,-25,36426
36426,5,-25,35933
35933,5,-25,35441
35441,5,-25,35448
35448,5,-25,35455
35455,5,99975,34962
25343,1,-225,24231
24231,1,-225,23730
23730,1,-225,23229
23229,1,-225,22728
22728,1,-225,22226
22226,1,-225,21723
21723,1,-225,21220
21220,1,-225,20717
20717,1,-225,20214
20214,1,-225,19710
19710,1,-225,19206
19206,1,-225,19202
19202,1,-225,18698
18698,1,-225,18693
18693,1,-225,18189
18189,1,-225,18184
18184,1,-225,18179
18179,1,-225,18174
18174,1,-225,18169
18169,1,-225,18164
18164,1,-225,18160
18160,1,-225,18155
18155,1,-225,18651
18651,1,-225,18646
18646,1,-225,19142
19142,1,-225,19138
19138,1,-225,19634
19634,1,-225,20131
20131,1,-225,20628
20628,1,-225,20625
20625,1,-225,21122
21122,1,-225,21620
21620,1,-225,22118
22118,1,-225,22617
22617,1,-225,23115
23115,1,-225,23614
23614,1,-225,24114
24114,1,-225,24614
24614,1,-225,25114
25114,7,-225,26115
26115,7,-225,27116
27116,7,-225,28119
28119,7,-225,29622
29622,7,-225,30626
30626,7,-225,31631
31631,7,-225,32636
32636,7,-225,33642
33642,7,-225,34649
34649,7,-225,35156
35156,7,-225,36164
36164,7,-225,36673
36673,7,-225,37681
37681,7,-225,38191
38191,7,-225,38700
38700,7,-225,38710
38710,7,-225,39220
39220,7,-225,39230
39230,7,-225,39241
39241,7,-225,39251
39251,7,-225,39261
39261,7,-225,38771
38771,7,-225,38780
38780,7,-225,38289
38289,7,-225,37798
37798,7,-225,37307
37307,7,-225,36815
36815,7,-225,36323
36323,7,-225,35831
35831,7,-225,34838
34838,7,-225,34344
34344,7,-225,33850
33850,7,-225,33356
33356,7,-225,32361
32361,7,-225,31866
31866,7,-225,31371
31371,7,-225,30875
30875,7,-225,30378
30378,7,-225,29881
29881,7,-225,29384
29384,7,-225,28887
28887,7,-225,28389
28389,7,-225,27891
27891,7,-225,27392
27392,7,-225,26893
26893,7,-225,26394
26394,7,-225,25894
25894,7,-225,25395
25395,7,-225,24894
24894,1,-225,23893
23893,1,-225,22892
22892,1,-225,21389
21389,1,-225,20386
20386,1,-225,19382
19382,1,-225,18377
18377,1,-225,16871
16871,1,-225,15864
15864,1,-225,14357
14357,1,-225,13348
13348,1,-225,11839
11839,1,-225,10829
10829,1,-225,9318
9318,1,-225,8306
8306,1,-225,7294
7294,1,-225,6280
6280,1,-225,4766
4766,1,-225,4252
4252,1,-225,3236
3236,1,-225,2721
2721,1,-225,2204
2204,1,-225,1688
1688,1,-225,1672
1672,1,-225,1655
1655,1,-225,1639
1639,1,-225,2123
2123,1,-225,2607
2607,1,-225,3092
3092,1,-225,3577
3577,1,-225,4063
4063,1,-225,5049
5049,1,-225,5535
5535,1,-225,6022
6022,1,-225,6509
6509,1,-225,25001
25001,1,-225,25001
25001,7,-225,26002
26002,7,-225,27003
27003,7,-225,28006
28006,7,-225,29009
29009,7,-225,30013
30013,7,-225,31017
31017,7,-225,32523
32523,7,-225,33529
33529,7,-225,34536
34536,7,-225,36044
36044,7,-225,37052
37052,7,-225,38062
38062,7,-225,39572
39572,7,-225,40583
40583,7,-225,42095
42095,7,-225,43108
43108,7,-225,44622
44622,7,-225,45637
45637,7,-225,46652
46652,7,-225,47168
47168,7,-225,48184
48184,7,-225,48701
48701,7,-225,48718
48718,7,-225,49235
49235,7,-225,49252
49252,7,-225,48769
48769,7,-225,48785
48785,7,-225,48302
48302,7,-225,47818
47818,7,-225,47333
47333,7,-225,46849
46849,7,-225,45863
45863,7,-225,45378
45378,7,-225,44891
44891,7,-225,44405
44405,7,-225,43918
43918,7,-225,43931
43931,7,-225,43444
43444,7,-225,43457
43457,7,99775,43470
25343,1,-225,24703
24703,1,-225,24202
24202,1,-225,24202
24202,1,-225,23701
23701,1,-225,23700
23700,1,-225,23199
23199,1,-225,23197
23197,1,-225,22696
22696,1,-225,22694
22694,1,-225,22192
22192,1,-225,22191
22191,1,-225,22188
22188,1,-225,21686
21686,1,-225,21684
21684,1,-225,21682
21682,1,-225,21680
21680,1,-225,21677
21677,1,-225,21675
21675,1,-225,21672
21672,1,-225,21670
21670,1,-225,21668
21668,1,-225,21665
21665,1,-225,21663
21663,1,-225,21661
21661,1,-225,22159
22159,1,-225,22157
22157,1,-225,22155
22155,1,-225,22654
22654,1,-225,22652
22652,1,-225,23151
23151,1,-225,23150
23150,1,-225,23649
23649,1,-225,23648
23648,1,-225,24147
24147,1,-225,24147
24147,1,-225,24646
24646,1,-225,24646
24646,1,-225,25146
25146,7,-225,25647
25647,7,-225,26648
26648,7,-225,27650
27650,7,-225,28653
28653,7,-225,29156
29156,7,-225,30159
30159,7,-225,30664
30664,7,-225,31668
31668,7,-225,32174
32174,7,-225,33179
33179,7,-225,33685
33685,7,-225,34192
34192,7,-225,34699
34699,7,-225,34706
34706,7,-225,35213
35213,7,-225,35220
35220,7,-225,35728
35728,7,-225,35735
35735,7,-225,35743
35743,7,-225,35750
35750,7,-225,35258
35258,7,-225,35265
35265,7,-225,34772
34772,7,-225,34779
34779,7,-225,34285
34285,7,-225,33791
33791,7,-225,33297
33297,7,-225,32803
32803,7,-225,32308
32308,7,-225,31813
31813,7,-225,31317
31317,7,-225,30821
30821,7,-225,29825
29825,7,-225,29328
29328,7,-225,28830
28830,7,-225,28333
28333,7,-225,27834
27834,7,-225,26836
26836,7,-225,26337
26337,7,-225,25837
25837,7,-225,25337
25337,7,-225,24337
24337,1,-225,23336
23336,1,-225,21833
21833,1,-225,20830
20830,1,-225,19327
19327,1,-225,18322
18322,1,-225,17316
17316,1,-225,15810
15810,1,-225,14802
14802,1,-225,13794
13794,1,-225,12286
12286,1,-225,11276
11276,1,-225,10266
10266,1,-225,9255
9255,1,-225,8743
8743,1,-225,7731
7731,1,-225,7219
7219,1,-225,6706
6706,1,-225,6693
6693,1,-225,6180
6180,1,-225,6167
6167,1,-225,6154
6154,1,-225,6641
6641,1,-225,6628
6628,1,-225,7116
7116,1,-225,7603
7603,1,-225,8092
8092,1,-225,8580
8580,1,-225,9570
9570,1,-225,10059
10059,1,-225,10549
10549,1,-225,11040
11040,1,-225,12031
12031,1,-225,12522
12522,1,-225,13013
13013,1,-225,13505
13505,1,-225,25001
25001,1,-225,25001
25001,7,-225,26002
26002,7,-225,27003
27003,7,-225,28006
28006,7,-225,29009
29009,7,-225,30013
30013,7,-225,31017
31017,7,-225,32523
32523,7,-225,33529
33529,7,-225,34536
34536,7,-225,36044
36044,7,-225,37052
37052,7,-225,38062
38062,7,-225,39572
39572,7,-225,40583
40583,7,-225,42095
42095,7,-225,43108
43108,7,-225,44622
44622,7,-225,45637
45637,7,-225,46652
46652,7,-225,47168
47168,7,-225,48184
48184,7,-225,48701
48701,7,-225,48718
48718,7,-225,49235
49235,7,-225,49252
49252,7,-225,48769
48769,7,-225,48785
48785,7,-225,48302
48302,7,-225,47818
47818,7,-225,47333
47333,7,-225,46849
46849,7,-225,45863
45863,7,-225,45378
45378,7,-225,44891
44891,7,-225,44405
44405,7,-225,43918
43918,7,-225,43931
43931,7,-225,43444
43444,7,-225,43457
43457,7,99775,43470
25343,2,-100,24693
24693,4,0,24693
24693,1,-225,24693
24693,3,-25,24692
24692,2,-100,24692
24692,5,-25,24692
24692,4,0,24692
24692,5,-25,25192
25192,4,0,25193
25193,1,-225,25193
25193,7,-225,25693
25693,3,-25,25694
25694,5,-25,25694
25694,2,-100,25695
25695,7,-225,26196
26196,3,-25,26196
26196,3,-25,26197
26197,5,-25,26198
26198,3,-25,26199
26199,1,-225,25699
25699,3,-25,25700
25700,2,-100,25700
25700,5,-25,25701
25701,4,0,25701
25701,6,-100,26202
26202,7,-225,26203
26203,4,0,26704
26704,1,-225,26205
26205,1,-225,25706
25706,1,-225,25706
25706,4,0,25707
25707,4,0,25707
25707,4,0,25707
25707,3,-25,25208
25208,6,-100,25708
25708,7,-225,25709
25709,2,-100,25709
25709,7,-225,25710
25710,5,-25,25710
25710,6,-100,26211
26211,4,0,26212
26212,3,-25,25712
25712,4,0,25713
25713,5,-25,25714
25714,7,-225,26214
26214,1,-225,25715
25715,7,-225,25715
25715,2,-100,25216
25216,4,0,25216
25216,2,-100,24716
24716,1,-225,24215
24215,3,-25,24215
24215,2,-100,23714
23714,1,-225,23213
23213,5,-25,23212
23212,4,0,23211
23211,6,-100,23710
23710,4,0,23709
23709,5,-25,23708
23708,2,-100,23207
23207,4,0,23205
23205,5,-25,23204
23204,4,0,23203
23203,1,-225,23202
23202,7,-225,23701
23701,5,-25,23700
23700,3,-25,23699
23699,5,-25,23698
23698,2,-100,23697
23697,4,0,23696
23696,4,0,23695
23695,6,-100,24195
24195,1,-225,23694
23694,2,-100,23693
23693,6,-100,24193
24193,6,-100,24692
24692,4,0,24692
24692,7,-225,25192
25192,6,-100,25693
25693,4,0,25693
25693,2,-100,25694
25694,2,-100,25194
25194,1,-225,25194
25194,4,0,25195
25195,5,-25,25695
25695,4,0,25695
25695,7,-225,26196
26196,7,-225,26197
26197,2,-100,26198
26198,5,-25,26199
26199,4,0,26700
26700,7,-225,26702
26702,7,-225,27203
27203,6,-100,27705
27705,1,-225,27207
27207,5,-25,27208
27208,4,0,27210
27210,6,-100,27712
27712,4,0,27714
27714,1,-225,27215
27215,2,-100,26716
26716,6,-100,26718
26718,1,-225,26219
26219,1,-225,26219
26219,7,-225,26220
26220,7,-225,26221
26221,4,0,26222
26222,5,-25,26223
26223,4,0,25723
25723,6,-100,26224
26224,6,-100,26225
26225,1,-225,25725
25725,6,-100,25726
25726,1,-225,25226
25226,6,-100,25226
25226,4,0,25226
25226,3,-25,24726
24726,4,0,24226
24226,2,-100,23725
23725,6,-100,24224
24224,6,-100,24224
24224,3,-25,23723
23723,5,-25,23722
23722,2,-100,23220
23220,3,-25,22719
22719,2,-100,22217
22217,5,-25,22215
22215,7,-225,22714
22714,1,-225,22212
22212,6,-100,22710
22710,7,-225,22709
22709,6,-100,23207
23207,5,-25,23206
23206,4,0,23205
23205,6,-100,23203
23203,3,-25,23202
23202,5,-25,23701
23701,5,-25,23700
23700,7,-225,24200
24200,3,-25,23699
23699,1,-225,23698
23698,4,0,23697
23697,6,-100,24197
24197,4,0,24196
24196,1,-225,24195
24195,3,-25,23695
23695,6,-100,24194
24194,3,-25,24194
24194,4,0,24193
24193,1,-225,24193
24193,2,-100,24192
24192,1,-225,23691
23691,5,-25,24191
24191,2,-100,24190
24190,3,-25,24190
24190,4,0,24189
24189,1,-225,24188
24188,1,-225,23688
23688,6,-100,24187
24187,2,-100,24187
24187,5,-25,24687
24687,5,-25,25187
25187,7,-225,25687
25687,6,-100,26188
26188,5,-25,26189
26189,5,-25,26690
26690,2,-100,26691
26691,3,-25,26692
26692,4,0,26693
26693,5,-25,26694
26694,3,-25,26696
26696,2,-100,26697
26697,1,-225,26198
26198,3,-25,26199
26199,6,-100,26700
26700,4,0,26701
26701,7,-225,27203
27203,2,-100,26704
26704,5,-25,27206
27206,7,-225,27207
27207,1,-225,26709
26709,3,-25,26710
26710,4,0,26711
26711,6,-100,26712
26712,1,-225,26714
26714,5,-25,26715
26715,1,-225,26216
26216,3,-25,25716
25716,7,-225,26217
26217,6,-100,26218
26218,6,-100,26219
26219,6,-100,26720
26720,2,-100,26221
26221,3,-25,25722
25722,1,-225,25222
25222,5,-25,25222
25222,2,-100,24722
24722,2,-100,24222
24222,4,0,24221
24221,5,-25,24220
24220,3,-25,23720
23720,4,0,23719
23719,1,-225,23217
23217,5,-25,23216
23216,6,-100,23215
23215,6,-100,23714
23714,5,-25,23713
23713,1,-225,23212
23212,6,-100,23711
23711,4,0,23210
23210,5,-25,23709
23709,6,-100,23708
23708,7,-225,24207
24207,6,-100,24207
24207,4,0,24207
24207,3,-25,24206
24206,6,-100,24206
24206,6,-100,24705
24705,1,-225,24205
24205,5,-25,24705
24705,1,-225,24204
24204,5,-25,24204
24204,1,-225,24203
24203,2,-100,23703
23703,1,-225,23702
23702,4,0,23701
23701,4,0,23700
23700,4,0,23699
23699,4,0,23698
23698,3,-25,23697
23697,3,-25,23696
23696,6,-100,24195
24195,3,-25,23695
23695,7,-225,24194
24194,6,-100,24694
24694,4,0,24694
24694,7,-225,25194
25194,2,-100,25195
25195,5,-25,25195
25195,4,0,25695
25695,2,-100,25195
25195,3,-25,25196
25196,2,-100,25196
25196,1,-225,24696
24696,1,-225,24695
24695,1,-225,24195
24195,1,-225,24194
24194,3,-25,24194
24194,5,-25,24193
24193,2,-100,24193
24193,1,-225,24192
24192,5,-25,24192
24192,1,-225,24191
24191,6,-100,24691
24691,7,-225,25191
25191,5,-25,25191
25191,6,-100,25692
25692,7,-225,26193
26193,7,-225,26694
26694,3,-25,26695
26695,2,-100,26196
26196,7,-225,26698
26698,4,0,26699
26699,1,-225,26700
26700,4,0,26701
26701,4,0,26703
26703,4,0,26704
26704,2,-100,26705
26705,7,-225,26706
26706,7,-225,27208
27208,4,0,27209
27209,6,-100,27211
27211,7,-225,27713
27713,6,-100,27715
27715,7,-225,28217
28217,6,-100,28219
28219,2,-100,27721
27721,7,-225,27723
27723,6,-100,27725
27725,5,-25,27727
27727,2,-100,27229
27229,2,-100,26730
26730,2,-100,26231
26231,3,-25,25732
25732,6,-100,25732
25732,4,0,25733
25733,1,-225,24733
24733,2,-100,24232
24232,7,-225,24232
24232,6,-100,24231
24231,3,-25,23731
23731,5,-25,23730
23730,6,-100,23729
23729,2,-100,23228
23228,6,-100,23227
23227,5,-25,23226
23226,4,0,23224
23224,5,-25,23223
23223,6,-100,23222
23222,2,-100,22720
22720,5,-25,22718
22718,6,-100,22717
22717,6,-100,23215
23215,6,-100,23214
23214,4,0,23213
23213,4,0,23211
23211,5,-25,23210
23210,6,-100,23209
23209,6,-100,23708
23708,7,-225,23707
23707,2,-100,23706
23706,3,-25,23205
23205,2,-100,23204
23204,5,-25,23203
23203,7,-225,23702
23702,1,-225,23200
23200,1,-225,23199
23199,2,-100,22697
22697,5,-25,23196
23196,5,-25,23195
23195,7,-225,23694
23694,1,-225,23693
23693,6,-100,23692
23692,3,-25,23691
23691,6,-100,24191
24191,3,-25,24191
24191,7,-225,24690
24690,4,0,24690
24690,5,-25,25191
25191,2,-100,25191
25191,1,-225,24691
24691,4,0,25191
25191,6,-100,25691
25691,4,0,25692
25692,6,-100,26193
26193,5,-25,26194
26194,5,-25,26695
26695,4,0,26696
26696,3,-25,26697
26697,6,-100,27199
27199,5,-25,27201
27201,1,-225,27202
27202,7,-225,27204
27204,1,-225,27205
27205,6,-100,27207
27207,7,-225,27709
27709,4,0,27711
27711,2,-100,27213
27213,3,-25,27214
27214,1,-225,26715
26715,7,-225,26717
26717,4,0,26718
26718,7,-225,26719
26719,7,-225,27221
27221,4,0,26722
26722,6,-100,27223
27223,4,0,26725
26725,1,-225,26226
26226,3,-25,25726
25726,1,-225,25227
25227,1,-225,24727
24727,2,-100,24226
24226,5,-25,24226
24226,3,-25,23725
23725,1,-225,23224
23224,2,-100,22722
22722,2,-100,22220
22220,6,-100,22719
22719,1,-225,22217
22217,3,-25,21714
21714,5,-25,21712
21712,7,-225,22210
22210,5,-25,22208
22208,7,-225,22206
22206,5,-25,22705
22705,4,0,22703
22703,7,-225,22701
22701,3,-25,22700
22700,4,0,22698
22698,1,-225,22697
22697,3,-25,22695
22695,2,-100,22193
22193,2,-100,22191
22191,6,-100,22689
22689,3,-25,22688
22688,3,-25,22686
22686,5,-25,23185
23185,6,-100,23684
23684,1,-225,23183
23183,2,-100,23181
23181,1,-225,23180
23180,2,-100,23179
23179,7,-225,23678
23678,1,-225,23677
23677,7,-225,24177
24177,3,-25,24677
24677,5,-25,24677
24677,4,0,25177
25177,3,-25,25177
25177,3,-25,25677
25677,7,-225,26178
26178,7,-225,26679
26679,5,-25,27181
27181,1,-225,27182
27182,3,-25,27184
27184,3,-25,27186
27186,5,-25,27687
27687,2,-100,27189
27189,5,-25,27691
27691,4,0,27693
27693,5,-25,28196
28196,1,-225,28198
28198,6,-100,28200
28200,5,-25,28703
28703,2,-100,28205
28205,6,-100,28707
28707,2,-100,28210
28210,5,-25,28212
28212,5,-25,28215
28215,1,-225,28217
28217,1,-225,27719
27719,6,-100,27721
27721,1,-225,27222
27222,2,-100,26724
26724,7,-225,26725
26725,4,0,26726
26726,1,-225,26227
26227,4,0,25728
25728,5,-25,25728
25728,2,-100,25228
25228,5,-25,25229
25229,4,0,24729
24729,7,-225,25229
25229,3,-25,24728
24728,1,-225,24228
24228,6,-100,24227
24227,4,0,23726
23726,4,0,23725
23725,7,-225,23724
23724,3,-25,23223
23223,5,-25,23222
23222,7,-225,23221
23221,7,-225,23720
23720,3,-25,23219
23219,5,-25,23218
23218,6,-100,23217
23217,7,-225,23716
23716,5,-25,23715
23715,6,-100,23714
23714,1,-225,23713
23713,5,-25,23712
23712,7,-225,23711
23711,3,-25,23710
23710,7,-225,23709
23709,5,-25,23709
23709,3,-25,23708
23708,6,-100,24207
24207,5,-25,24206
24206,6,-100,24206
24206,2,-100,24205
24205,1,-225,23705
23705,2,-100,23704
23704,7,-225,23703
23703,2,-100,23702
23702,3,-25,23201
23201,3,-25,23199
23199,6,-100,23698
23698,1,-225,23197
23197,5,-25,23696
23696,6,-100,24196
24196,1,-225,23695
23695,6,-100,24194
24194,6,-100,24694
24694,2,-100,24194
24194,4,0,24694
24694,6,-100,25194
25194,1,-225,24694
24694,6,-100,25194
25194,5,-25,25694
25694,6,-100,25695
25695,2,-100,25695
25695,1,-225,25696
25696,1,-225,25196
25196,5,-25,25696
25696,2,-100,25197
25197,5,-25,25697
25697,2,-100,25197
25197,2,-100,25197
25197,7,-225,25698
25698,7,-225,25698
25698,2,-100,25699
25699,4,0,25699
25699,3,-25,25700
25700,5,-25,25701
25701,7,-225,26201
26201,4,0,26202
26202,2,-100,25703
25703,6,-100,26204
26204,3,-25,26205
26205,6,-100,26206
25343,7,-225,25216
25216,6,-100,25217
25217,3,-25,25217
25217,7,-225,25217
25217,6,-100,25217
25217,1,-225,25217
25217,4,0,24717
24717,7,-225,25217
25217,6,-100,25217
25217,6,-100,25218
25218,7,-225,25718
25718,1,-225,25218
25218,7,-225,25218
25218,5,-25,25219
25219,5,-25,25219
25219,7,-225,25719
25719,3,-25,25219
25219,6,-100,25220
25220,3,-25,25220
25220,7,-225,25220
25220,4,0,25220
25220,7,-225,25220
25220,6,-100,25220
25220,7,-225,25221
25221,2,-100,25221
25221,6,-100,25221
25221,7,-225,25221
25221,7,-225,25221
25221,5,-25,25221
25221,4,0,25222
25222,2,-100,24721
24721,5,-25,24721
24721,2,-100,24221
24221,4,0,24220
24220,4,0,23719
23719,6,-100,24219
24219,2,-100,23718
23718,5,-25,23717
23717,2,-100,23215
23215,4,0,23214
23214,6,-100,23213
23213,6,-100,23712
23712,6,-100,23711
23711,3,-25,23710
23710,4,0,23209
23209,3,-25,23208
23208,5,-25,23207
23207,3,-25,23205
23205,5,-25,23204
23204,2,-100,23203
23203,7,-225,23202
23202,3,-25,23201
23201,4,0,23199
23199,2,-100,23198
23198,6,-100,23197
23197,6,-100,23696
23696,3,-25,23695
23695,3,-25,23694
23694,3,-25,23693
23693,3,-25,23693
23693,5,-25,23692
23692,1,-225,23691
23691,7,-225,24190
24190,4,0,24190
24190,5,-25,24690
24690,6,-100,25190
25190,2,-100,25190
25190,5,-25,25190
25190,5,-25,25691
25691,7,-225,26191
26191,6,-100,26692
26692,5,-25,26694
26694,3,-25,26695
26695,7,-225,27197
27197,7,-225,27698
27698,4,0,27700
27700,2,-100,27202
27202,7,-225,27704
27704,1,-225,27206
27206,1,-225,27207
27207,2,-100,26708
26708,6,-100,27210
27210,1,-225,26711
26711,2,-100,26212
26212,2,-100,25713
25713,6,-100,26214
26214,1,-225,25714
25714,4,0,25715
25715,6,-100,25715
25715,2,-100,25216
25216,7,-225,25716
25716,7,-225,25717
25717,7,-225,26217
26217,4,0,25718
25718,7,-225,26219
26219,3,-25,25719
25719,5,-25,25720
25720,3,-25,25220
25220,1,-225,24720
24720,6,-100,25220
25220,7,-225,25220
25220,5,-25,25221
25221,5,-25,25221
25221,5,-25,25221
25221,5,-25,25221
25221,1,-225,24721
24721,2,-100,24220
24220,1,-225,23720
23720,2,-100,23218
23218,5,-25,23217
23217,1,-225,22716
22716,6,-100,23214
23214,6,-100,23213
23213,7,-225,23712
23712,7,-225,23711
23711,1,-225,23210
23210,1,-225,23209
23209,2,-100,22707
22707,3,-25,22205
22205,3,-25,22203
22203,7,-225,22702
22702,3,-25,22700
22700,1,-225,22198
22198,4,0,22196
22196,2,-100,22194
22194,2,-100,21692
21692,3,-25,21690
21690,1,-225,21687
21687,3,-25,21685
21685,7,-225,22183
22183,2,-100,22181
22181,1,-225,22179
22179,4,0,22178
22178,7,-225,23176
23176,2,-100,23175
23175,1,-225,23173
23173,1,-225,23172
23172,7,-225,23671
23671,6,-100,24171
24171,4,0,24670
24670,5,-25,25170
25170,5,-25,25671
25671,1,-225,25671
25671,2,-100,25672
25672,7,-225,26173
26173,4,0,26674
26674,5,-25,27176
27176,7,-225,27678
27678,5,-25,28180
28180,4,0,28683
28683,5,-25,28686
28686,1,-225,28688
28688,5,-25,29191
29191,3,-25,29194
29194,5,-25,29197
29197,6,-100,29701
29701,5,-25,30204
30204,3,-25,29708
29708,2,-100,29711
29711,7,-225,29714
29714,3,-25,29717
29717,4,0,29220
29220,1,-225,28723
28723,2,-100,28226
28226,1,-225,27728
27728,4,0,27730
27730,3,-25,27231
27231,6,-100,27233
27233,2,-100,26734
26734,3,-25,26235
26235,3,-25,25735
25735,3,-25,25235
25235,4,0,24735
24735,3,-25,24235
24235,2,-100,23734
23734,7,-225,23733
23733,5,-25,23732
23732,2,-100,23231
23231,2,-100,22729
22729,3,-25,22227
22227,4,0,21725
21725,1,-225,21223
21223,3,-25,21220
21220,2,-100,20717
20717,2,-100,20213
20213,1,-225,19709
19709,7,-225,19706
19706,2,-100,19702
19702,4,0,19698
19698,4,0,19695
19695,3,-25,19691
19691,1,-225,19687
19687,5,-25,19683
19683,7,-225,20180
20180,3,-25,20677
20677,4,0,20674
20674,3,-25,20671
20671,4,0,21169
21169,1,-225,21166
21166,3,-25,21664
21664,5,-25,22162
22162,1,-225,22160
22160,1,-225,22158
22158,1,-225,22656
22656,4,0,23155
23155,6,-100,23654
23654,4,0,24154
24154,6,-100,25154
25154,5,-25,25655
25655,7,-225,26656
26656,2,-100,26657
